ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	strand	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_orthology_type	hsapiens_homolog_orthology_confidence	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage
ENSMUSG00000038520	Tbc1d17	7	44834623	44849079	-1	ENSG00000104946	TBC1D17	19	49877425	49888750	ortholog_one2one	1	88.8372	88.4259	100	100
ENSMUSG00000038539	Atf5	7	44812256	44816658	-1	ENSG00000169136	ATF5	19	49928702	49933935	ortholog_one2one	1	87.2792	87.5887	100	100
ENSMUSG00000038644	Pold1	7	44532746	44548849	-1	ENSG00000062822	POLD1	19	50384204	50418018	ortholog_one2one	1	89.4118	87.2021	75	100
ENSMUSG00000038670	Mybpc2	7	44501699	44524656	-1	ENSG00000086967	MYBPC2	19	50432892	50466321	ortholog_one2one	1	92.0775	91.674	100	100
ENSMUSG00000038695	Josd2	7	44467980	44471662	1	ENSG00000161677	JOSD2	19	50505998	50511353	ortholog_one2one	1	94.6809	94.6809	100	100
ENSMUSG00000038704	Aspdh	7	44465391	44467758	1	ENSG00000204653	ASPDH	19	50511600	50514690	ortholog_one2one	1	84.669	85.8657	100	100
ENSMUSG00000038973	Cldnd2	7	43440782	43443334	1	ENSG00000160318	CLDND2	19	51367098	51369003	ortholog_one2one	1	70.0599	70.0599	100	100
ENSMUSG00000039013	Siglecf	7	43351341	43359531	1	ENSG00000105383	CD33	19	51225064	51243860	ortholog_one2many	0	31.9859	50	0	NA
ENSMUSG00000040231	Syngr4	7	45885222	45896714	-1	ENSG00000105467	SYNGR4	19	48364367	48376377	ortholog_one2one	1	72.9614	72.6496	100	100
ENSMUSG00000040498	Igsf23	7	19937305	19950756	-1	ENSG00000216588	IGSF23	19	44613563	44636781	ortholog_one2one	0	39.3305	48.9583	75	96.88
ENSMUSG00000040525	Cblc	7	19778881	19796809	-1	ENSG00000142273	CBLC	19	44777869	44800652	ortholog_one2one	1	67.7419	70.8861	100	100
ENSMUSG00000040714	Klc3	7	19394437	19404104	-1	ENSG00000104892	KLC3	19	45333434	45351520	ortholog_one2one	1	90.1575	90.873	100	100
ENSMUSG00000040734	Ppp1r13l	7	19359749	19378533	1	ENSG00000104881	PPP1R13L	19	45379638	45406349	ortholog_one2one	1	88.3495	87.9227	100	100
ENSMUSG00000040841	Six5	7	19094594	19098549	1	ENSG00000177045	SIX5	19	45764785	45769252	ortholog_one2one	1	87.4826	85.115	100	100
ENSMUSG00000040866	Rsph6a	7	19054690	19074447	1	ENSG00000104941	RSPH6A	19	45795713	45815308	ortholog_one2one	1	76.6949	75.7322	100	100
ENSMUSG00000040952	Rps19	7	24884371	24889806	1	ENSG00000105372	RPS19	19	41860255	41872925	ortholog_one2one	1	99.3103	99.3103	100	100
ENSMUSG00000040987	Mill2	7	18839966	18865402	1	ENSG00000204516	MICB	6	31494881	31511124	ortholog_many2many	0	29.8592	27.6762	0	0.97
ENSMUSG00000040987	Mill2	7	18839966	18865402	1	ENSG00000204520	MICA	6	31399784	31415315	ortholog_many2many	0	28.4507	30.4217	0	79.67
ENSMUSG00000041560	Nop53	7	15936183	15946074	-1	ENSG00000105373	NOP53	19	47745546	47757058	ortholog_one2one	1	80.5785	81.59	100	100
ENSMUSG00000041571	Selenow	7	15917208	15922402	-1	ENSG00000178980	SELENOW	19	47778585	47784686	ortholog_one2one	1	85.2273	86.2069	100	100
ENSMUSG00000041578	Crx	7	15865947	15879968	-1	ENSG00000105392	CRX	19	47819779	47843330	ortholog_one2one	1	89.4737	96.6555	100	98.35
ENSMUSG00000042918	Mamstr	7	45639977	45646521	1	ENSG00000176909	MAMSTR	19	48712725	48719725	ortholog_one2one	1	75.5344	76.6265	100	100
ENSMUSG00000044030	Irf2bp1	7	19004044	19006777	1	ENSG00000170604	IRF2BP1	19	45883608	45886141	ortholog_one2one	1	96.4041	96.4041	100	100
ENSMUSG00000044430	Klk12	7	43768897	43773585	1	ENSG00000186474	KLK12	19	51029092	51035230	ortholog_one2one	1	68.0162	66.1417	100	100
ENSMUSG00000044453	Ffar1	7	30857390	30861564	-1	ENSG00000126266	FFAR1	19	35351552	35353862	ortholog_one2one	1	83	83	100	100
ENSMUSG00000044709	Gemin7	7	19564946	19577595	-1	ENSG00000142252	GEMIN7	19	45079195	45091518	ortholog_one2one	1	82.1705	80.916	100	100
ENSMUSG00000046058	Eid2	7	28267881	28269272	1	ENSG00000176396	EID2	19	39538707	39540161	ortholog_one2one	1	73.3051	73.3051	100	100
ENSMUSG00000046574	Prr12	7	45027563	45052881	-1	ENSG00000126464	PRR12	19	49591182	49626439	ortholog_one2one	1	93.2678	93.222	100	100
ENSMUSG00000046750	Selenov	7	28284652	28291186	-1	ENSG00000186838	SELENOV	19	39515113	39520686	ortholog_one2one	0	42.9878	40.7514	100	100
ENSMUSG00000047603	Zfp235	7	24134169	24143241	1	ENSG00000159915	ZNF233	19	44259880	44275317	ortholog_one2many	0	43.3048	45.3731	25	12.72
ENSMUSG00000048012	Zfp473	7	44731480	44751050	-1	ENSG00000142528	ZNF473	19	50025714	50053414	ortholog_one2one	0	49.2152	50.4018	100	100
ENSMUSG00000049848	Ceacam19	7	19875742	19887965	-1	ENSG00000186567	CEACAM19	19	44662278	44684359	ortholog_one2one	1	65.6827	59.3333	100	94.24
ENSMUSG00000050428	Fbxo46	7	19119859	19140172	1	ENSG00000177051	FBXO46	19	45710629	45730896	ortholog_one2one	1	91.3764	91.3764	100	100
ENSMUSG00000050605	Zfp61	7	24291039	24301232	-1	ENSG00000167380	ZNF226	19	44165073	44178381	ortholog_one2one	0	61.2613	42.3412	50	78.95
ENSMUSG00000051113	Fam71e1	7	44496581	44501486	1	ENSG00000142530	FAM71E1	19	50466785	50476848	ortholog_one2one	0	57.5472	49.3927	100	100
ENSMUSG00000051403	Ppp1r37	7	19530800	19563076	-1	ENSG00000104866	PPP1R37	19	45091396	45148077	ortholog_one2one	1	84.1292	86.686	100	100
ENSMUSG00000051735	Rinl	7	28788969	28798963	1	ENSG00000187994	RINL	19	38867830	38878275	ortholog_one2one	1	68.5613	68.1979	100	100
ENSMUSG00000052212	Cd177	7	24743983	24760311	-1	ENSG00000204936	CD177	19	43353686	43363172	ortholog_one2one	0	28.1518	52.6316	75	79.72
ENSMUSG00000053898	Ech1	7	28825217	28832247	1	ENSG00000104823	ECH1	19	38815422	38831841	ortholog_one2one	1	73.3945	73.1707	100	100
ENSMUSG00000054005	Mill1	7	18245347	18266092	1	ENSG00000204516	MICB	6	31494881	31511124	ortholog_many2many	0	27.3418	28.1984	0	57.8
ENSMUSG00000054005	Mill1	7	18245347	18266092	1	ENSG00000204520	MICA	6	31399784	31415315	ortholog_many2many	0	25.8228	30.7229	0	NA
ENSMUSG00000054046	Klk13	7	43712567	43727534	1	ENSG00000167759	KLK13	19	51055626	51065114	ortholog_one2one	1	78.2609	77.9783	100	100
ENSMUSG00000054161	Fam83e	7	45721212	45729492	1	ENSG00000105523	FAM83E	19	48600810	48614854	ortholog_one2one	1	71.5177	71.9665	100	100
ENSMUSG00000055193	Klk15	7	43933740	43939639	1	ENSG00000174562	KLK15	19	50825289	50837213	ortholog_one2one	1	76.7717	76.1719	75	100
ENSMUSG00000055200	Sertad3	7	27473768	27477364	1	ENSG00000167565	SERTAD3	19	40440844	40444335	ortholog_one2one	1	84.7716	85.2041	100	100
ENSMUSG00000055305	Zfp93	7	24270420	24277794	1	ENSG00000159915	ZNF233	19	44259880	44275317	ortholog_one2many	0	44.4961	42.8358	25	NA
ENSMUSG00000057093	Zfp607b	7	27689340	27706484	1	ENSG00000197782	ZNF780A	19	40069152	40090938	ortholog_one2many	0	55.4012	55.919	50	NA
ENSMUSG00000057342	Sphk2	7	45709467	45718002	-1	ENSG00000063176	SPHK2	19	48619291	48630717	ortholog_one2one	1	83.1442	78.4404	100	99.44
ENSMUSG00000057667	Bloc1s3	7	19504486	19508367	-1	ENSG00000189114	BLOC1S3	19	45178784	45216933	ortholog_one2one	1	90.2564	87.1287	100	100
ENSMUSG00000059128	Ifnl2	7	28508836	28510455	-1	ENSG00000197110	IFNL3	19	39243553	39245129	ortholog_many2many	1	64.7668	62.5	0	100
ENSMUSG00000059128	Ifnl2	7	28508836	28510455	-1	ENSG00000183709	IFNL2	19	39268514	39270092	ortholog_many2many	1	64.2487	62	100	100
ENSMUSG00000059824	Dbp	7	45705088	45710203	1	ENSG00000105516	DBP	19	48630030	48637379	ortholog_one2one	1	92.6154	92.6154	100	100
ENSMUSG00000060621	Nkpd1	7	19517838	19525056	1	ENSG00000179846	NKPD1	19	45149750	45158737	ortholog_one2one	1	61.3333	82.9508	100	100
ENSMUSG00000060747	Ifnl3	7	28522836	28524322	1	ENSG00000197110	IFNL3	19	39243553	39245129	ortholog_many2many	1	60.6218	58.5	100	100
ENSMUSG00000060747	Ifnl3	7	28522836	28524322	1	ENSG00000183709	IFNL2	19	39268514	39270092	ortholog_many2many	1	60.1036	58	0	100
ENSMUSG00000061702	Tmem91	7	25669139	25675166	-1	ENSG00000142046	TMEM91	19	41350911	41384083	ortholog_one2one	1	78.4884	78.4884	75	100
ENSMUSG00000062044	Lmtk3	7	45783738	45804144	1	ENSG00000142235	LMTK3	19	48485271	48513935	ortholog_one2one	1	90.0281	86.0981	100	99.63
ENSMUSG00000062732	Lypd4	7	24864620	24869941	-1	ENSG00000273111	LYPD4	19	41837074	41844697	ortholog_one2one	1	69.5122	69.5122	50	100
ENSMUSG00000062785	Kcnc3	7	44590664	44604754	1	ENSG00000131398	KCNC3	19	50311937	50333515	ortholog_one2one	1	89.987	91.4135	75	100
ENSMUSG00000064254	Ethe1	7	24587543	24608925	1	ENSG00000105755	ETHE1	19	43506719	43527230	ortholog_one2one	1	89.7638	89.7638	100	100
ENSMUSG00000068962	Zfp114	7	24175060	24183188	1	ENSG00000159915	ZNF233	19	44259880	44275317	ortholog_one2many	0	46.4957	40.597	25	NA
ENSMUSG00000070604	Vsig10l	7	43463151	43472019	1	ENSG00000186806	VSIG10L	19	51331536	51342124	ortholog_one2one	1	72.0627	63.6678	100	99.87
ENSMUSG00000070777	Ceacam20	7	19965412	19991104	1	ENSG00000273777	CEACAM20	19	44501677	44529788	ortholog_one2one	1	54.766	53.0201	50	100
ENSMUSG00000070802	Pnmal2	7	16944682	16948828	1	ENSG00000204851	PNMA8B	19	46486906	46495879	ortholog_one2one	1	60.5144	62.9921	100	99.19
ENSMUSG00000070808	Bicra	7	15970672	16047921	-1	ENSG00000063169	BICRA	19	47608196	47703277	ortholog_one2one	1	87.0089	88.0128	100	100
ENSMUSG00000074141	Il4i1	7	44816387	44840809	1	ENSG00000104951	IL4I1	19	49889654	49929539	ortholog_one2one	1	64.8903	70.2886	100	100
ENSMUSG00000074170	Plekhf1	7	38216972	38228016	-1	ENSG00000166289	PLEKHF1	19	29665459	29675477	ortholog_one2one	1	89.6057	89.6057	75	100
ENSMUSG00000074283	Zfp109	7	24227572	24237560	-1	ENSG00000159915	ZNF233	19	44259880	44275317	ortholog_one2many	0	41.6149	40	75	NA
ENSMUSG00000074336	Apoc4	7	19678083	19681479	-1	ENSG00000224916	APOC4-APOC2	19	44942238	44949565	ortholog_one2many	1	57.2581	55.9055	100	100
ENSMUSG00000074336	Apoc4	7	19678083	19681479	-1	ENSG00000267467	APOC4	19	44942237	44945496	ortholog_one2many	1	57.2581	55.9055	100	100
ENSMUSG00000074358	Ccdc61	7	18890883	18910415	-1	ENSG00000104983	CCDC61	19	45995461	46021318	ortholog_one2one	1	85.5186	85.3516	75	100
ENSMUSG00000074364	Ehd2	7	15946958	15967567	-1	ENSG00000024422	EHD2	19	47713422	47743134	ortholog_one2one	1	96.6851	96.6851	100	100
ENSMUSG00000078779	Zfp59	7	27838607	27856438	1	ENSG00000197782	ZNF780A	19	40069152	40090938	ortholog_one2many	0	50.9954	51.8692	50	NA
ENSMUSG00000085601	Gm4969	7	19099046	19118368	-1	ENSG00000237452	BHMG1	19	45733251	45764534	ortholog_one2one	0	53.3569	47.3354	100	100
ENSMUSG00000089832	Shkbp1	7	27342133	27356019	-1	ENSG00000160410	SHKBP1	19	40576853	40591399	ortholog_one2one	1	93.1818	92.7864	100	100
ENSMUSG00000091811	Inafm1	7	16272013	16273617	-1	ENSG00000257704	INAFM1	19	47274885	47275723	ortholog_one2one	1	76.1538	69.7183	100	100
ENSMUSG00000092416	Zfp141	7	42473386	42505740	-1	ENSG00000196456	ZNF775	7	150368790	150398630	ortholog_one2many	0	18.8321	24.0223	0	NA
ENSMUSG00000096916	Zfp850	7	27984854	28014115	-1	ENSG00000197782	ZNF780A	19	40069152	40090938	ortholog_one2many	0	50.0726	53.7383	0	1.62
ENSMUSG00000108348	Gm42372	7	16983086	16988152	1	ENSG00000277531	PNMA8C	19	46424697	46428951	ortholog_one2one	1	74.0196	74.0196	100	100
ENSMUSG00000108367	Gm4881	7	24927445	24944494	-1	ENSG00000268041	ERFL	19	41907705	41928516	ortholog_one2one	1	93.4659	92.9379	100	100
ENSMUSG00000110206	Flt3l	7	45129788	45136432	-1	ENSG00000090554	FLT3LG	19	49474207	49486231	ortholog_one2one	1	67.6724	66.8085	100	100
ENSMUSG00000000948	Gm38393	7	59974149	60005064	-1	ENSG00000214265	AC124312.1	15	24955034	25000276	ortholog_many2many	1	97.1831	97.1831	100	100
ENSMUSG00000000948	Gm38393	7	59974149	60005064	-1	ENSG00000273173	SNURF	15	24954986	24977850	ortholog_many2many	1	97.1831	97.1831	100	100
ENSMUSG00000001827	Folr1	7	101858331	101870788	-1	ENSG00000110195	FOLR1	11	72189558	72196323	ortholog_one2one	1	78.8235	78.2101	100	100
ENSMUSG00000008683	Rps15a	7	118104372	118116188	-1	ENSG00000134419	RPS15A	16	18781295	18790383	ortholog_one2one	1	100	100	50	100
ENSMUSG00000030533	Unc45a	7	80325292	80347993	-1	ENSG00000140553	UNC45A	15	90930180	90954093	ortholog_one2one	1	93.9619	93.9619	75	100
ENSMUSG00000030543	Mesp2	7	79810727	79813439	1	ENSG00000188095	MESP2	15	89760591	89778754	ortholog_one2one	1	65.4054	60.9572	100	100
ENSMUSG00000030544	Mesp1	7	79792241	79793788	-1	ENSG00000166823	MESP1	15	89748661	89751310	ortholog_one2one	1	64.1975	58.209	100	100
ENSMUSG00000030545	Pex11a	7	79735957	79743131	-1	ENSG00000166821	PEX11A	15	89677764	89690783	ortholog_one2one	1	77.6423	77.3279	100	100
ENSMUSG00000030546	Plin1	7	79720218	79732903	-1	ENSG00000166819	PLIN1	15	89664367	89679427	ortholog_one2one	1	82.3985	81.6092	100	100
ENSMUSG00000030606	Hapln3	7	79115102	79131018	-1	ENSG00000140511	HAPLN3	15	88877288	88895626	ortholog_one2one	1	80.7799	68.7204	100	100
ENSMUSG00000030725	Lipt2	7	100159277	100161365	1	ENSG00000175536	LIPT2	11	74490519	74493724	ortholog_one2one	1	84.4156	84.4156	100	100
ENSMUSG00000030747	Dgat2	7	99153658	99182719	-1	ENSG00000062282	DGAT2	11	75759512	75801535	ortholog_one2one	1	95.1031	95.1031	100	100
ENSMUSG00000030878	Cdr2	7	120957036	120982312	-1	ENSG00000140743	CDR2	16	22345936	22437165	ortholog_one2one	1	88.7912	88.9868	50	100
ENSMUSG00000030895	Hpx	7	105591613	105600137	-1	ENSG00000110169	HPX	11	6431049	6442617	ortholog_one2one	1	74.5652	74.2424	100	100
ENSMUSG00000032860	P2ry2	7	100996568	101012866	-1	ENSG00000175591	P2RY2	11	73218298	73236352	ortholog_one2one	1	90.3485	89.3899	100	100
ENSMUSG00000036744	Olfr701	7	106814129	106821472	1	ENSG00000279486	OR2AG1	11	6783020	6791558	ortholog_many2many	1	80.0633	80.0633	100	NA
ENSMUSG00000036744	Olfr701	7	106814129	106821472	1	ENSG00000188124	OR2AG2	11	6765626	6771976	ortholog_many2many	0	80.3797	80.3797	0	25.66
ENSMUSG00000038570	Saxo2	7	82632960	82648528	-1	ENSG00000188659	SAXO2	15	82262810	82284930	ortholog_one2one	1	83.7563	82.9146	50	100
ENSMUSG00000039099	Wdr93	7	79743163	79785950	1	ENSG00000140527	WDR93	15	89690811	89743638	ortholog_one2one	1	63.8849	64.723	100	100
ENSMUSG00000040046	Tph1	7	46644641	46672537	-1	ENSG00000129167	TPH1	11	18017564	18042426	ortholog_one2one	1	89.4855	90.0901	100	100
ENSMUSG00000042909	Olfr648	7	104177598	104183392	-1	ENSG00000181616	OR52H1	11	5544489	5548533	ortholog_one2one	1	88.2911	87.1875	100	100
ENSMUSG00000043310	Olfr571	7	102905090	102917536	-1	ENSG00000176922	OR51S1	11	4847489	4849238	ortholog_one2one	1	80.1242	79.8762	75	100
ENSMUSG00000043948	Olfr691	7	105335509	105342270	-1	ENSG00000255307	OR52B2	11	6169330	6170408	ortholog_one2one	1	88.1988	87.9257	100	100
ENSMUSG00000047794	Olfr685	7	105178416	105186012	-1	ENSG00000183313	OR52L1	11	5985892	5986985	ortholog_one2one	1	85.7595	82.3708	100	100
ENSMUSG00000050382	Kif7	7	79698098	79715720	-1	ENSG00000166813	KIF7	15	89608789	89655467	ortholog_one2one	1	87.9822	88.3098	100	100
ENSMUSG00000051041	Olfml1	7	107567446	107591094	1	ENSG00000183801	OLFML1	11	7485388	7511377	ortholog_one2one	0	80.2575	46.5174	100	100
ENSMUSG00000051504	Siglech	7	55768178	55778925	1	ENSG00000105383	CD33	19	51225064	51243860	ortholog_one2many	0	48.8673	41.4835	0	NA
ENSMUSG00000051515	Fam181b	7	93079865	93081867	1	ENSG00000182103	FAM181B	11	82729940	82733864	ortholog_one2one	1	66.9271	60.3286	100	100
ENSMUSG00000052187	Hbb-y	7	103851749	103853216	-1	ENSG00000213931	HBE1	11	5268345	5505652	ortholog_one2one	1	80.9524	80.9524	75	100
ENSMUSG00000054054	Olfr309	7	86304474	86313708	-1	ENSG00000197437	OR13G1	1	247670812	247679739	ortholog_one2one	1	84.0909	84.3648	50	100
ENSMUSG00000055571	Olfr305	7	86360854	86366928	-1	ENSG00000241128	OR14A2	1	247722957	247724043	ortholog_one2many	0	71.1599	72.293	50	NA
ENSMUSG00000055610	Olfr307	7	86332176	86337586	-1	ENSG00000241128	OR14A2	1	247722957	247724043	ortholog_one2many	1	71.885	71.6561	50	100
ENSMUSG00000056144	Trim34a	7	104244457	104262234	1	ENSG00000258659	TRIM34	11	5619764	5644398	ortholog_many2many	1	67.4227	67.0082	75	100
ENSMUSG00000056144	Trim34a	7	104244457	104262234	1	ENSG00000258588	TRIM6-TRIM34	11	5596725	5644398	ortholog_many2many	0	67.4227	38.8361	75	87.5
ENSMUSG00000060105	Olfr504	7	108564836	108565793	-1	ENSG00000181023	OR56B1	11	5736448	5738523	ortholog_one2many	0	79.5597	78.0864	0	NA
ENSMUSG00000062042	Olfr294	7	86615636	86616643	-1	ENSG00000241128	OR14A2	1	247722957	247724043	ortholog_one2many	0	64.4776	68.7898	0	NA
ENSMUSG00000062426	Olfr304	7	86385657	86386658	-1	ENSG00000241128	OR14A2	1	247722957	247724043	ortholog_one2many	0	69.0691	73.2484	50	NA
ENSMUSG00000062878	Olfr298	7	86486322	86492484	-1	ENSG00000241128	OR14A2	1	247722957	247724043	ortholog_one2many	0	66.2651	70.0637	0	5.29
ENSMUSG00000073896	Olfr716	7	107138327	107150581	1	ENSG00000178358	OR2D3	11	6920974	6922043	ortholog_one2one	1	79.6178	75.7576	100	100
ENSMUSG00000073914	Olfr677	7	105051372	105059006	1	ENSG00000180974	OR52E4	11	5880629	5887079	ortholog_one2one	1	85.5769	85.5769	50	100
ENSMUSG00000073923	Olfr657	7	104624794	104637481	1	ENSG00000181023	OR56B1	11	5736448	5738523	ortholog_one2many	1	83.6991	82.4074	100	99.74
ENSMUSG00000073968	Trim68	7	102677582	102687327	-1	ENSG00000167333	TRIM68	11	4598672	4608231	ortholog_one2one	1	77.9381	77.9381	100	100
ENSMUSG00000073971	Olfr554	7	102638432	102642555	1	ENSG00000197790	OR52M1	11	4545191	4546144	ortholog_one2one	1	90.2208	90.2208	100	100
ENSMUSG00000074006	Omp	7	98143359	98145502	-1	ENSG00000254550	OMP	11	77102840	77103331	ortholog_one2one	1	87.7301	87.7301	100	100
ENSMUSG00000078670	Fam174b	7	73740302	73776919	1	ENSG00000185442	FAM174B	15	92617448	92809884	ortholog_one2one	1	79.085	76.1006	100	100
ENSMUSG00000090215	Trim34b	7	104329471	104336909	1	ENSG00000258659	TRIM34	11	5619764	5644398	ortholog_many2many	1	67.4227	67.0082	50	100
ENSMUSG00000090215	Trim34b	7	104329471	104336909	1	ENSG00000258588	TRIM6-TRIM34	11	5596725	5644398	ortholog_many2many	0	67.4227	38.8361	50	98.29
ENSMUSG00000094531	Olfr671	7	104972896	104979126	-1	ENSG00000183269	OR52E8	11	5856674	5857734	ortholog_many2many	1	84.6645	83.5962	75	NA
ENSMUSG00000094531	Olfr671	7	104972896	104979126	-1	ENSG00000205409	OR52E6	11	5840928	5841952	ortholog_many2many	1	81.4697	81.4697	75	100
ENSMUSG00000096146	Kcnj11	7	46093953	46100764	-1	ENSG00000187486	KCNJ11	11	17385859	17389331	ortholog_one2one	1	95.8974	95.8974	50	100
ENSMUSG00000096773	Olfr675	7	105021370	105028460	-1	ENSG00000183269	OR52E8	11	5856674	5857734	ortholog_many2many	1	84.0256	82.9653	75	100
ENSMUSG00000096773	Olfr675	7	105021370	105028460	-1	ENSG00000205409	OR52E6	11	5840928	5841952	ortholog_many2many	1	81.7891	81.7891	75	NA
ENSMUSG00000102627	Snurf	7	59995449	60005049	-1	ENSG00000214265	AC124312.1	15	24955034	25000276	ortholog_many2many	1	97.1831	97.1831	75	100
ENSMUSG00000102627	Snurf	7	59995449	60005049	-1	ENSG00000273173	SNURF	15	24954986	24977850	ortholog_many2many	1	97.1831	97.1831	75	100
ENSMUSG00000109344	A26c2	7	62778423	62823673	-1	ENSG00000188877	POTEA	8	43292483	43363518	ortholog_many2many	0	34.3643	14.5349	0	NA
ENSMUSG00000109354	Olfr706	7	106882589	106888162	-1	ENSG00000279486	OR2AG1	11	6783020	6791558	ortholog_many2many	0	80.0633	80.0633	0	NA
ENSMUSG00000109354	Olfr706	7	106882589	106888162	-1	ENSG00000188124	OR2AG2	11	6765626	6771976	ortholog_many2many	1	82.2785	82.2785	100	100
ENSMUSG00000000154	Slc22a18	7	143473736	143499334	1	ENSG00000110628	SLC22A18	11	2899721	2925246	ortholog_one2one	1	78.0488	75.4717	100	100
ENSMUSG00000000214	Th	7	142892752	142931128	-1	ENSG00000180176	TH	11	2163929	2171877	ortholog_one2one	1	87.3494	82.3864	100	100
ENSMUSG00000000244	Tspan32	7	143005046	143019644	1	ENSG00000064201	TSPAN32	11	2301997	2318200	ortholog_one2one	1	63.2812	50.625	100	100
ENSMUSG00000009246	Trpm5	7	143069153	143094642	-1	ENSG00000070985	TRPM5	11	2404515	2423045	ortholog_one2one	1	84.5423	84.0343	100	100
ENSMUSG00000009248	Ascl2	7	142966829	142969264	-1	ENSG00000183734	ASCL2	11	2268495	2270952	ortholog_one2one	1	54.3726	74.0933	100	100
ENSMUSG00000010751	Tnfrsf22	7	143634806	143649661	-1	ENSG00000120889	TNFRSF10B	8	23020133	23069031	ortholog_many2many	0	19.1919	8.63636	0	NA
ENSMUSG00000010751	Tnfrsf22	7	143634806	143649661	-1	ENSG00000173530	TNFRSF10D	8	23135588	23164027	ortholog_many2many	0	19.697	10.1036	0	NA
ENSMUSG00000010751	Tnfrsf22	7	143634806	143649661	-1	ENSG00000173535	TNFRSF10C	8	23102590	23117437	ortholog_many2many	0	14.6465	11.1969	0	NA
ENSMUSG00000010755	Cars	7	143557230	143600090	-1	ENSG00000110619	CARS1	11	3000922	3057613	ortholog_one2one	1	89.651	89.651	100	100
ENSMUSG00000010760	Phlda2	7	143501545	143503150	-1	ENSG00000181649	PHLDA2	11	2928273	2929420	ortholog_one2one	1	60.4167	57.2368	100	100
ENSMUSG00000015980	Lrrc27	7	139212988	139242979	1	ENSG00000148814	LRRC27	10	132332154	132381508	ortholog_one2one	1	55.6405	54.9057	100	100
ENSMUSG00000015981	Stk32c	7	139103638	139213307	-1	ENSG00000165752	STK32C	10	132207492	132331847	ortholog_one2one	1	90.5738	90.9465	100	100
ENSMUSG00000018819	Lsp1	7	142460809	142494867	1	ENSG00000130592	LSP1	11	1852970	1892267	ortholog_one2one	0	67.2727	47.5375	100	100
ENSMUSG00000019082	Slc25a22	7	141429744	141437892	-1	ENSG00000177542	SLC25A22	11	790475	798281	ortholog_one2one	1	95.6656	95.6656	100	100
ENSMUSG00000019791	Hint3	10	30608141	30629632	-1	ENSG00000111911	HINT3	6	125956770	125980244	ortholog_one2one	1	69.0909	62.6374	100	100
ENSMUSG00000019815	Zc2hc1b	10	13149540	13178023	-1	ENSG00000118491	ZC2HC1B	6	143864436	143938343	ortholog_one2one	1	76.7442	59.4595	100	100
ENSMUSG00000019856	Fam184a	10	53633145	53751123	-1	ENSG00000111879	FAM184A	6	118959763	119149387	ortholog_one2one	1	88.7139	88.9474	100	100
ENSMUSG00000019977	Hbs1l	10	21295979	21368898	1	ENSG00000112339	HBS1L	6	134960378	135103056	ortholog_one2one	1	89.1496	88.8889	100	100
ENSMUSG00000020010	Vnn3	10	23851462	23869843	1	ENSG00000093134	VNN3	6	132722787	132736935	ortholog_one2one	0	39.8	72.6277	100	100
ENSMUSG00000020097	Sgpl1	10	61098642	61147703	-1	ENSG00000166224	SGPL1	10	70815948	70881184	ortholog_one2one	1	84.1549	84.1549	100	100
ENSMUSG00000025461	Cd163l1	7	140218267	140231145	1	ENSG00000214279	SCART1	10	133453928	133523558	ortholog_one2one	1	62.8918	60.5648	100	89.82
ENSMUSG00000025470	Zfp511	7	140036391	140040602	1	ENSG00000198546	ZNF511	10	133308914	133313162	ortholog_one2one	1	71.6	71.0317	100	100
ENSMUSG00000025489	Ifitm5	7	140948958	140950291	-1	ENSG00000206013	IFITM5	11	298200	299526	ortholog_one2one	1	78.3582	79.5455	75	100
ENSMUSG00000025494	Sigirr	7	141091175	141100572	-1	ENSG00000185187	SIGIRR	11	405716	417455	ortholog_one2one	1	81.6626	81.4634	100	100
ENSMUSG00000025495	Ptdss2	7	141122382	141157606	1	ENSG00000174915	PTDSS2	11	448268	491399	ortholog_one2one	1	88.7949	86.2423	100	100
ENSMUSG00000025496	Drd4	7	141292006	141296464	1	ENSG00000069696	DRD4	11	637269	640706	ortholog_one2one	1	78.2946	72.315	100	100
ENSMUSG00000025497	Cdhr5	7	141269083	141276786	-1	ENSG00000099834	CDHR5	11	616577	626078	ortholog_one2one	1	59.3261	58.3432	100	100
ENSMUSG00000025499	Hras	7	141189105	141194005	-1	ENSG00000174775	HRAS	11	532242	537287	ortholog_one2one	1	100	100	100	100
